loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,previous_defaults,credit_utilization_ratio,monthly_emi
244,1,Not Graduate,Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000,Approved,0,0.0866,205178.5
245,2,Not Graduate,No,2100000,5100000,12,674,2200000,3200000,6400000,2400000,Approved,0,0.3003,18917.73
246,1,Not Graduate,Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,Approved,0,0.2702,153732.93
247,2,Not Graduate,No,8000000,29300000,4,600,16500000,13200000,29400000,6500000,Approved,0,0.2129,132170.19
248,0,Not Graduate,Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000,Approved,3,0.6628,129339.85
249,0,Graduate,No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,Rejected,3,0.8879,121475.77
250,1,Not Graduate,Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000,Approved,0,0.1285,40578.18
251,0,Not Graduate,Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000,Rejected,0,0.3635,10752.18
252,5,Graduate,No,2600000,9100000,8,852,3700000,700000,10300000,3300000,Approved,0,0.3947,50670.37
253,3,Not Graduate,No,3700000,8500000,20,853,8300000,5700000,7500000,4900000,Approved,0,0.2808,96673.06
254,0,Graduate,No,8800000,30900000,12,729,1700000,700000,25700000,11400000,Approved,0,0.4063,14832.3
255,2,Not Graduate,No,2100000,4700000,2,546,6000000,3200000,5700000,1500000,Rejected,0,0.7082,8615.02
256,3,Graduate,Yes,900000,2400000,10,489,800000,0,2800000,500000,Rejected,1,0.8361,18811.59
257,3,Graduate,Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000,Approved,0,0.2219,124989.67
258,2,Not Graduate,No,8000000,20000000,2,502,4100000,2200000,31600000,9900000,Rejected,1,0.7999,94161.34
259,0,Graduate,No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,Approved,0,0.4152,39149.63
260,0,Not Graduate,Yes,300000,1100000,8,789,400000,100000,800000,400000,Approved,0,0.2788,4434.24
261,4,Not Graduate,No,2700000,8100000,4,325,5000000,800000,9900000,3400000,Approved,0,0.1223,9965.44
262,3,Graduate,Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000,Approved,1,0.1575,102870.58
263,3,Graduate,No,9200000,34300000,18,523,25600000,4000000,29100000,8800000,Rejected,0,0.4692,204903.44
264,5,Not Graduate,No,9500000,22200000,20,352,24500000,0,30800000,7000000,Rejected,1,0.4981,71560.75
265,5,Graduate,Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,Approved,0,0.1726,53287.13
266,0,Graduate,No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,Approved,0,0.2721,240150.53
267,2,Graduate,Yes,2800000,7400000,18,666,100000,2300000,6300000,3400000,Approved,0,0.2852,56076.45
268,0,Graduate,No,8600000,20900000,10,813,11300000,11900000,26000000,4800000,Approved,0,0.2206,211040.32
269,0,Not Graduate,No,5400000,16800000,10,599,5300000,7400000,14500000,7600000,Approved,0,0.2962,65338.5
270,5,Graduate,Yes,4200000,9400000,6,678,4700000,5500000,9900000,5700000,Approved,0,0.0826,94062.96
271,5,Not Graduate,No,5200000,12200000,20,513,13400000,2000000,16800000,5400000,Rejected,2,0.4027,6143.89
272,5,Graduate,No,9400000,27900000,4,870,1100000,200000,29500000,10400000,Approved,0,0.1187,33698.15
273,3,Graduate,No,8800000,20400000,8,483,3200000,11400000,28200000,11800000,Rejected,2,0.6608,52121.45
274,1,Graduate,Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000,Rejected,3,0.4784,69169.23
275,3,Graduate,Yes,1700000,4900000,16,591,4700000,1000000,4300000,1400000,Approved,0,0.1633,41934.85
276,1,Not Graduate,No,7000000,23000000,10,886,14000000,3700000,26700000,3600000,Approved,0,0.2101,70695.99
277,4,Not Graduate,No,1700000,4000000,6,829,0,1600000,5200000,1700000,Approved,0,0.3747,32458.3
278,0,Not Graduate,No,1500000,4900000,12,651,1600000,2800000,4600000,800000,Approved,0,0.0555,31032.5
279,4,Not Graduate,No,2000000,4700000,18,733,3700000,3700000,7000000,2800000,Approved,0,0.3098,34193.97
280,5,Graduate,Yes,3900000,15500000,12,433,9500000,5400000,7900000,4600000,Rejected,2,0.7513,40636.27
281,1,Graduate,Yes,900000,3600000,14,713,1300000,1000000,1800000,1200000,Approved,0,0.3695,15147.65
282,1,Graduate,No,6900000,22500000,18,403,800000,8400000,16900000,6300000,Rejected,0,0.9097,68880.95
283,0,Graduate,Yes,2800000,7800000,10,405,7800000,2500000,7100000,3400000,Rejected,0,0.3621,6849.69
284,3,Graduate,Yes,6800000,19900000,10,516,16000000,6000000,26000000,8500000,Rejected,0,0.4423,196906.12
285,4,Not Graduate,Yes,600000,1800000,8,417,1700000,700000,1800000,800000,Rejected,1,0.8817,2225.69
286,1,Not Graduate,No,4700000,14000000,6,468,11300000,1800000,10600000,4600000,Rejected,0,0.6251,9917.76
287,5,Graduate,Yes,3000000,11800000,10,672,8700000,3600000,9800000,4100000,Approved,0,0.2758,76871.44
288,5,Not Graduate,No,4000000,13900000,6,530,6000000,5600000,12500000,6000000,Approved,1,0.7478,35214.04
289,1,Not Graduate,Yes,3100000,11300000,14,824,3700000,6000000,11000000,4400000,Approved,0,0.3216,58797.68
290,1,Not Graduate,Yes,7700000,25500000,12,549,18100000,10600000,20500000,7000000,Rejected,1,0.909,73889.2
291,5,Not Graduate,Yes,4300000,9300000,10,450,2100000,6700000,10000000,4100000,Rejected,0,0.9482,49094.89
292,1,Graduate,Yes,5800000,19500000,20,431,13800000,5000000,15600000,3300000,Rejected,0,0.7821,44340.78
293,3,Graduate,Yes,3600000,10700000,16,312,2300000,1600000,13100000,5200000,Rejected,2,0.5223,36019.62
294,0,Not Graduate,Yes,2900000,7600000,8,320,8000000,5600000,9600000,3100000,Rejected,0,0.8779,34738.41
295,0,Graduate,No,8800000,20200000,4,433,16000000,4200000,30500000,12400000,Rejected,0,0.3795,184906.79
296,1,Not Graduate,Yes,300000,1000000,10,431,400000,500000,900000,100000,Rejected,1,0.4886,4475.94
297,5,Not Graduate,Yes,8600000,28900000,8,516,9900000,1800000,30200000,6800000,Rejected,2,0.8884,236677.61
298,2,Not Graduate,Yes,3500000,12000000,14,476,1100000,6800000,12400000,2900000,Rejected,0,0.5037,4275.29
299,5,Graduate,No,800000,2600000,6,560,100000,200000,3000000,1000000,Approved,0,0.1383,11738.26
300,2,Graduate,No,8000000,27100000,12,674,14400000,400000,25300000,6400000,Approved,0,0.1053,136319.12
301,0,Not Graduate,Yes,9900000,38200000,6,573,17200000,10000000,20100000,5900000,Approved,0,0.3936,265706.88
302,2,Not Graduate,No,3300000,6600000,6,331,6300000,2000000,8900000,2700000,Rejected,1,0.65,4731.51
303,4,Graduate,Yes,2000000,6700000,12,633,100000,800000,4800000,2000000,Approved,0,0.32,33454.14
304,3,Not Graduate,No,4900000,12900000,18,877,1800000,7000000,17900000,3300000,Approved,0,0.1456,121997.94
305,5,Not Graduate,Yes,9200000,23600000,12,656,1400000,11200000,36400000,4900000,Approved,0,0.3532,64917.27
306,0,Not Graduate,No,7500000,18200000,6,782,7400000,12000000,19800000,4100000,Approved,1,0.354,191688.95
307,5,Not Graduate,No,9000000,29300000,4,531,10400000,9500000,35500000,5800000,Approved,0,0.175,4998.89
308,3,Not Graduate,No,1400000,4100000,8,455,3000000,1400000,2900000,2100000,Rejected,0,0.5964,29908.56
309,3,Graduate,No,9600000,19900000,14,452,4200000,16200000,28500000,6600000,Rejected,2,0.4758,261271.7
310,2,Graduate,No,8400000,33200000,14,474,19600000,15000000,25400000,11500000,Rejected,0,0.9359,161013.43
311,3,Not Graduate,No,6400000,24400000,4,483,7800000,2400000,19100000,4500000,Approved,0,0.3082,81952.13
312,4,Graduate,No,5900000,16800000,8,481,6900000,11400000,19500000,3300000,Rejected,0,0.9107,7723.27
313,2,Graduate,Yes,2200000,5100000,20,859,3800000,1200000,6400000,3100000,Approved,0,0.1714,59040.64
314,4,Graduate,Yes,5600000,14100000,14,696,9000000,9200000,16500000,6800000,Approved,0,0.3628,76815.05
315,4,Not Graduate,No,9800000,28700000,6,778,16600000,7400000,29700000,11100000,Approved,0,0.3563,8288.24
316,4,Graduate,No,4400000,14600000,4,499,1300000,6500000,16100000,5700000,Approved,0,0.3267,88527.04
317,2,Not Graduate,Yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000,Approved,0,0.4363,33728.61
318,1,Graduate,No,4400000,10800000,12,674,9600000,2700000,17200000,5300000,Approved,0,0.2074,15957.65
319,4,Graduate,No,3700000,13200000,4,802,9800000,2400000,12500000,4300000,Approved,0,0.1023,23123.5
320,4,Not Graduate,Yes,2300000,7800000,8,540,1500000,3400000,4700000,2800000,Rejected,0,0.753,4326.25
321,4,Graduate,Yes,5900000,19600000,8,726,17400000,6800000,20100000,8000000,Approved,0,0.3417,98826.35
322,4,Not Graduate,Yes,6400000,23500000,2,485,7300000,2700000,23600000,3900000,Approved,0,0.28,116112.17
323,4,Graduate,Yes,4900000,17100000,6,612,1300000,7000000,19500000,5000000,Approved,0,0.1327,72279.0
324,3,Not Graduate,Yes,9500000,24200000,8,879,3100000,17200000,26400000,12700000,Approved,0,0.2518,226405.38
325,2,Not Graduate,No,5700000,16400000,12,708,3700000,800000,15000000,4400000,Approved,0,0.1749,143142.72
326,2,Not Graduate,Yes,2700000,5700000,8,850,3500000,5000000,10500000,3900000,Approved,0,0.221,48480.42
327,2,Not Graduate,Yes,3900000,11300000,12,516,3100000,0,10400000,4600000,Rejected,1,0.7371,1451.05
328,0,Not Graduate,No,7800000,28800000,12,465,4700000,7500000,28800000,7400000,Rejected,1,0.7971,158164.75
329,0,Graduate,No,1100000,3200000,20,716,1800000,1400000,3600000,1500000,Approved,0,0.1429,13410.81
330,4,Not Graduate,No,200000,600000,10,404,0,100000,400000,0,Rejected,0,0.5932,3299.09
331,0,Not Graduate,Yes,4700000,10600000,20,512,8400000,4000000,12300000,7000000,Rejected,0,0.5115,88978.13
332,3,Not Graduate,Yes,8200000,20600000,10,441,16100000,11400000,29100000,6100000,Rejected,2,0.4692,83764.92
333,2,Not Graduate,Yes,4600000,18400000,2,555,7700000,2400000,14200000,4200000,Approved,0,0.3634,123044.05
334,5,Not Graduate,No,1800000,7000000,18,466,2600000,2100000,6000000,1900000,Rejected,0,0.8956,7033.68
335,3,Graduate,Yes,3200000,8600000,2,427,3900000,1800000,7100000,4700000,Rejected,0,0.5721,62674.44
336,4,Not Graduate,Yes,5500000,20000000,14,593,15100000,2700000,19900000,4900000,Approved,0,0.3505,699.35
337,3,Graduate,No,7900000,18300000,10,731,4200000,3400000,22200000,8400000,Approved,0,0.4088,213055.03
338,1,Graduate,Yes,4000000,10100000,16,451,7000000,3900000,14300000,3900000,Rejected,1,0.8577,13125.48
339,3,Not Graduate,Yes,6800000,16900000,18,628,3600000,900000,15600000,4900000,Approved,0,0.1231,18818.71
340,1,Not Graduate,No,2700000,9400000,18,704,5300000,2300000,6400000,2400000,Approved,0,0.4325,26224.35
341,2,Not Graduate,No,6800000,23500000,12,341,19300000,11800000,14300000,8500000,Rejected,1,0.576,74090.65
342,5,Graduate,No,8600000,21000000,8,465,11700000,14900000,19500000,9900000,Rejected,1,0.5535,53753.6
343,4,Graduate,No,8000000,30100000,4,431,11900000,13800000,18800000,11500000,Approved,0,0.075,136528.39
344,1,Graduate,Yes,3700000,12600000,10,424,5400000,1100000,14200000,4400000,Rejected,0,0.6417,47797.81
345,0,Graduate,No,2600000,5100000,14,678,500000,1200000,6000000,3100000,Approved,0,0.0936,2591.65
346,4,Graduate,No,4200000,16800000,6,381,9600000,3800000,14800000,5900000,Rejected,1,0.4991,39157.38
347,5,Graduate,Yes,8000000,28000000,10,449,18500000,1500000,17400000,3900000,Rejected,1,0.5402,189101.01
348,1,Not Graduate,No,7100000,23500000,12,768,6400000,12100000,22400000,7300000,Approved,0,0.3735,142825.69
349,0,Not Graduate,No,2000000,7000000,6,666,0,1200000,4300000,1400000,Rejected,0,0.8753,42284.13
350,4,Not Graduate,Yes,5800000,13300000,14,742,16100000,9300000,16300000,7000000,Approved,0,0.171,118098.11
351,3,Not Graduate,Yes,6700000,15800000,4,445,10500000,7600000,14100000,9100000,Rejected,1,0.8652,60769.31
352,2,Graduate,No,7300000,28700000,14,634,5900000,3800000,21200000,10800000,Approved,0,0.3929,21220.11
353,4,Not Graduate,No,3300000,9700000,14,782,2500000,0,10400000,2200000,Approved,0,0.3559,26224.97
354,0,Graduate,No,3000000,7000000,10,781,7200000,600000,11700000,2700000,Approved,0,0.1087,72781.21
355,4,Not Graduate,No,7900000,17200000,14,318,14200000,9500000,23200000,9000000,Rejected,0,0.7642,225916.81
356,5,Not Graduate,No,7600000,24100000,18,721,21900000,11500000,22900000,7200000,Approved,0,0.428,109469.42
357,5,Not Graduate,No,3700000,9800000,4,563,9500000,5100000,11200000,3000000,Approved,0,0.323,1046.83
358,2,Not Graduate,No,8400000,26300000,4,419,22900000,7900000,29200000,6200000,Approved,0,0.1826,34310.98
359,0,Graduate,Yes,8200000,20800000,14,372,3800000,100000,26100000,5200000,Rejected,3,0.6503,77030.94
360,0,Not Graduate,No,2900000,9500000,18,885,4300000,2300000,6500000,3500000,Approved,0,0.3083,48938.68
361,1,Not Graduate,Yes,9900000,38400000,12,596,10000000,9300000,36500000,6800000,Approved,0,0.2542,21683.29
362,0,Graduate,No,4400000,14100000,2,349,3300000,1300000,8800000,6200000,Approved,0,0.098,121064.19
363,1,Not Graduate,Yes,9000000,32200000,16,468,4500000,16400000,28600000,10900000,Approved,1,0.5372,95834.46
364,3,Not Graduate,Yes,6800000,26900000,16,818,14700000,10400000,26300000,7300000,Approved,0,0.371,180995.87
365,2,Not Graduate,No,8700000,28000000,12,543,16900000,6000000,22900000,6700000,Rejected,3,0.8669,198057.41
366,3,Graduate,No,9400000,21900000,16,685,8100000,5600000,34500000,5000000,Approved,0,0.1049,207115.72
367,3,Not Graduate,Yes,6000000,12500000,18,851,14600000,5000000,16800000,5000000,Approved,0,0.431,106175.93
368,1,Not Graduate,Yes,9400000,29800000,10,377,24100000,18500000,30900000,11700000,Rejected,3,0.5473,171843.23
369,0,Not Graduate,Yes,1000000,4000000,10,620,2400000,1300000,3700000,1100000,Approved,0,0.3149,18608.43
370,3,Graduate,Yes,900000,2300000,20,611,600000,1500000,1900000,500000,Approved,0,0.3507,16503.94
371,4,Not Graduate,No,2100000,7700000,4,767,1200000,1700000,6900000,1300000,Approved,0,0.3748,33915.85
372,5,Graduate,Yes,1100000,3200000,20,592,3200000,700000,3500000,500000,Approved,0,0.4283,31647.45
373,0,Graduate,Yes,600000,2300000,4,319,1600000,800000,2300000,700000,Approved,0,0.1752,12815.08
374,4,Not Graduate,Yes,9200000,25500000,10,900,9400000,10500000,27400000,12800000,Approved,0,0.3934,208480.61
375,2,Not Graduate,Yes,3600000,12800000,18,814,8600000,4100000,10300000,4100000,Approved,0,0.1027,91608.6
376,5,Not Graduate,Yes,1300000,5000000,10,755,2100000,2200000,4800000,1900000,Approved,0,0.332,8176.34
377,5,Graduate,Yes,7700000,16800000,20,584,8600000,4800000,23400000,8000000,Approved,0,0.3468,18821.02
378,4,Graduate,Yes,9500000,23500000,14,380,22900000,6700000,25100000,7300000,Rejected,0,0.7566,133802.0
379,2,Not Graduate,Yes,5000000,17600000,20,465,6200000,5200000,16500000,5200000,Rejected,2,0.5014,74970.1
380,0,Not Graduate,No,500000,1800000,2,531,1300000,500000,1900000,700000,Approved,0,0.3992,12092.23
381,1,Graduate,Yes,8300000,32100000,16,814,18500000,2700000,28900000,7500000,Approved,0,0.1175,107432.61
382,0,Graduate,No,5300000,17900000,6,678,4700000,3900000,14400000,3600000,Approved,0,0.0715,88244.36
383,2,Not Graduate,Yes,9300000,29000000,12,655,7900000,6800000,29900000,4900000,Approved,0,0.337,142967.99
384,3,Not Graduate,No,2300000,7400000,2,682,6500000,2400000,7600000,2100000,Approved,0,0.2402,2562.77
385,1,Not Graduate,No,400000,1300000,6,695,200000,500000,800000,100000,Approved,0,0.3896,7177.51
386,3,Not Graduate,No,3200000,10800000,4,833,2600000,1000000,8700000,2600000,Approved,0,0.2034,77284.04
387,5,Not Graduate,Yes,9400000,35300000,16,302,4100000,12500000,37000000,12900000,Rejected,0,0.451,43181.4
388,1,Graduate,No,2300000,6600000,2,357,5900000,200000,6000000,2200000,Rejected,0,0.8519,39869.75
389,5,Not Graduate,No,4300000,14500000,12,302,12500000,4300000,12500000,5100000,Rejected,2,0.6793,74448.66
390,0,Graduate,Yes,6200000,22400000,18,873,15700000,6600000,15800000,8200000,Approved,0,0.1257,29690.11
391,0,Not Graduate,Yes,7200000,19800000,12,658,12700000,8100000,25000000,7300000,Approved,1,0.3382,25927.35
392,5,Graduate,Yes,2400000,8700000,18,877,2800000,2900000,7100000,1100000,Approved,0,0.2544,68603.64
393,3,Not Graduate,No,2900000,6300000,8,648,3400000,3400000,7600000,1400000,Approved,0,0.2917,33302.08
394,1,Graduate,No,1400000,5200000,12,730,2900000,0,3700000,700000,Approved,0,0.2344,9286.39
395,4,Not Graduate,Yes,2200000,8200000,14,737,5800000,2800000,8200000,1400000,Approved,0,0.3815,10993.32
396,2,Graduate,Yes,800000,3200000,10,584,0,200000,2100000,700000,Rejected,3,0.8477,15577.37
397,0,Graduate,No,600000,1700000,2,621,400000,400000,2000000,200000,Approved,0,0.3338,10665.29
398,4,Graduate,Yes,700000,2700000,16,583,1100000,1200000,1400000,300000,Approved,0,0.0922,13139.19
399,2,Not Graduate,No,8400000,25900000,16,621,8600000,13400000,33500000,4200000,Approved,0,0.3855,21561.48
400,2,Not Graduate,No,7100000,21500000,16,610,5800000,12100000,14200000,9300000,Approved,0,0.3184,185036.12
401,4,Graduate,No,5400000,15700000,18,452,13700000,2600000,16500000,6600000,Rejected,0,0.7682,61309.46
402,5,Graduate,No,3700000,7300000,18,339,9300000,100000,13900000,5300000,Rejected,3,0.5678,33817.78
403,3,Graduate,Yes,5200000,15200000,16,650,1300000,5700000,13500000,4100000,Approved,0,0.4017,70124.82
404,4,Not Graduate,Yes,200000,700000,10,672,200000,200000,300000,300000,Approved,0,0.3401,2275.39
405,3,Graduate,No,500000,1000000,20,501,800000,800000,900000,200000,Rejected,0,0.4176,12593.83
406,2,Not Graduate,Yes,1800000,5700000,4,809,1200000,1900000,6300000,2400000,Approved,0,0.2131,48786.2
407,5,Graduate,Yes,9200000,29400000,8,318,18000000,5900000,33800000,5400000,Rejected,0,0.8818,81426.61
408,4,Not Graduate,No,900000,3300000,10,649,0,400000,1800000,1200000,Approved,0,0.0689,22678.31
409,3,Not Graduate,No,7500000,28300000,12,367,9200000,11300000,22700000,7000000,Rejected,3,0.9268,170958.18
410,5,Not Graduate,No,3000000,11800000,6,847,8200000,2200000,7100000,2300000,Approved,0,0.3217,81445.67
411,5,Graduate,No,7100000,18900000,12,360,10700000,1100000,19800000,8500000,Rejected,0,0.7288,50890.79
412,1,Graduate,Yes,3500000,7200000,2,865,4100000,3200000,11900000,4200000,Approved,0,0.1582,58897.91
413,4,Not Graduate,No,4900000,18800000,16,880,4200000,4700000,13200000,2600000,Approved,0,0.1495,39237.0
414,1,Graduate,No,4100000,8400000,20,608,1400000,8000000,10000000,4400000,Approved,0,0.4268,98547.97
415,0,Graduate,Yes,800000,2100000,6,760,300000,100000,1600000,600000,Approved,0,0.1693,124.23
416,3,Graduate,Yes,1700000,4600000,12,385,1500000,1300000,5200000,1700000,Rejected,0,0.8153,28005.62
417,0,Graduate,Yes,6100000,23300000,12,478,3800000,2300000,17700000,4900000,Rejected,0,0.5859,60349.94
418,1,Graduate,Yes,2100000,7700000,16,327,5000000,500000,4700000,2300000,Rejected,0,0.4336,19764.38
419,0,Graduate,No,3100000,9300000,6,663,1300000,1400000,8100000,3800000,Approved,0,0.0543,58310.28
420,2,Not Graduate,Yes,1700000,3500000,20,693,2200000,1400000,4800000,1700000,Approved,0,0.2677,42219.44
421,3,Graduate,No,1700000,5400000,6,710,4800000,700000,5800000,1700000,Approved,0,0.4403,30205.94
422,4,Not Graduate,Yes,4000000,14500000,6,711,2400000,5700000,10900000,4100000,Approved,0,0.1977,99536.85
423,5,Graduate,No,5600000,18400000,8,386,11300000,6700000,11300000,5600000,Rejected,0,0.5643,43217.53
424,4,Graduate,Yes,3900000,11900000,10,855,10200000,4000000,10200000,2800000,Approved,0,0.1876,59093.34
425,4,Graduate,Yes,6100000,15300000,14,573,1100000,9900000,13300000,8400000,Approved,0,0.2582,80157.96
426,0,Graduate,Yes,1100000,2800000,18,431,500000,300000,4300000,1400000,Rejected,1,0.6144,373.61
427,2,Graduate,No,5500000,14800000,8,364,13000000,4500000,12600000,4500000,Rejected,0,0.8779,89321.95
428,4,Graduate,Yes,1100000,3600000,14,711,2500000,500000,3600000,600000,Approved,0,0.2522,21223.91
429,4,Not Graduate,Yes,400000,900000,20,771,1000000,500000,1600000,500000,Approved,0,0.2531,6905.67
430,3,Graduate,No,9200000,36400000,18,669,3100000,12700000,30900000,12300000,Approved,0,0.1053,197568.44
431,4,Not Graduate,Yes,9300000,27500000,18,338,21500000,500000,34900000,6600000,Rejected,0,0.9396,154975.85
432,1,Graduate,No,1100000,3500000,8,562,2300000,1200000,3200000,500000,Approved,0,0.15,2141.57
433,3,Not Graduate,No,5600000,18700000,2,769,8000000,8200000,17300000,4800000,Approved,0,0.0793,19019.44
434,0,Graduate,Yes,6300000,21500000,8,629,600000,3400000,22000000,5200000,Approved,0,0.3153,109602.2
435,3,Graduate,No,8800000,18100000,6,699,6400000,2100000,18500000,9400000,Approved,0,0.2881,70577.99
